,accuracy,precision,recall,f1,loss
961,0.96875,0.9285714285647959,0.9999999999923077,0.9629629629058984,0.0503842793405056
962,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.021535949781537056
963,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.0022949876729398966
964,1.0,0.9999999999916667,0.9999999999916667,0.9999999999416667,0.007306150626391172
965,1.0,0.9999999999937501,0.9999999999937501,0.9999999999437501,0.005532430484890938
966,1.0,0.999999999990909,0.999999999990909,0.999999999940909,0.016050294041633606
967,1.0,0.999999999990909,0.999999999990909,0.999999999940909,0.059274401515722275
968,1.0,0.999999999990909,0.999999999990909,0.999999999940909,0.009926916100084782
969,1.0,0.99999999999,0.99999999999,0.99999999994,0.0006050989031791687
970,1.0,0.999999999990909,0.999999999990909,0.999999999940909,0.006933223456144333
971,1.0,0.99999999999,0.99999999999,0.99999999994,0.06947578489780426
972,1.0,0.9999999999916667,0.9999999999916667,0.9999999999416667,0.017460515722632408
973,0.96875,0.9230769230698225,0.9999999999916667,0.9599999999424,0.02767656370997429
974,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.015022692270576954
975,1.0,0.9999999999888889,0.9999999999888889,0.9999999999388889,0.003973532468080521
976,1.0,0.99999999999,0.99999999999,0.99999999994,0.008770270273089409
977,0.96875,0.899999999991,0.9999999999888889,0.9473684209927978,0.035815589129924774
978,1.0,0.99999999999,0.99999999999,0.99999999994,0.03505643457174301
979,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.024682438001036644
980,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.059355996549129486
981,1.0,0.9999999999916667,0.9999999999916667,0.9999999999416667,0.000642016064375639
982,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.011409701779484749
983,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.010777146555483341
984,1.0,0.999999999990909,0.999999999990909,0.999999999940909,0.002834227168932557
985,0.96875,0.999999999990909,0.9166666666590277,0.9565217390722117,0.08621121942996979
986,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.010680828243494034
987,1.0,0.9999999999937501,0.9999999999937501,0.9999999999437501,0.06293443590402603
988,0.9375,0.8749999999945314,0.9999999999928572,0.9333333332773334,0.32183346152305603
989,1.0,0.9999999999916667,0.9999999999916667,0.9999999999416667,0.05749411880970001
990,1.0,0.99999999999,0.99999999999,0.99999999994,0.04412635788321495
991,1.0,0.9999999999916667,0.9999999999916667,0.9999999999416667,0.005473208148032427
992,0.96875,0.8888888888790123,0.9999999999875,0.9411764705273357,0.08316072076559067
993,1.0,0.99999999999,0.99999999999,0.99999999994,0.0021354379132390022
994,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.020827487111091614
995,1.0,0.99999999999,0.99999999999,0.99999999994,0.014962872490286827
996,1.0,0.99999999999,0.99999999999,0.99999999994,0.0016046742675825953
997,0.96875,0.9523809523764173,0.9999999999950001,0.9756097560428317,0.08571755141019821
998,0.96875,0.9333333333271111,0.9999999999928572,0.965517241322711,0.035671595484018326
999,1.0,0.9999999999888889,0.9999999999888889,0.9999999999388889,0.0034824786707758904
1000,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.008817587047815323
1001,0.9375,0.8749999999945314,0.9999999999928572,0.9333333332773334,0.17611335217952728
1002,1.0,0.9999999999923077,0.9999999999923077,0.9999999999423077,0.01673187129199505
1003,1.0,0.999999999990909,0.999999999990909,0.999999999940909,0.06185557320713997
1004,0.9375,0.8333333333263889,0.99999999999,0.9090909090330579,0.15301012992858887
1005,1.0,0.9999999999923077,0.9999999999923077,0.9999999999423077,0.009610580280423164
1006,0.96875,0.9090909090826447,0.99999999999,0.9523809523219955,0.05202511325478554
1007,1.0,0.9999999999916667,0.9999999999916667,0.9999999999416667,0.03390086069703102
1008,0.96875,0.9166666666590277,0.999999999990909,0.9565217390722117,0.03365428000688553
1009,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.027613544836640358
1010,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.014432689175009727
1011,1.0,0.9999999999875,0.9999999999875,0.9999999999375,0.015059804543852806
1012,1.0,0.9999999999944446,0.9999999999944446,0.9999999999444447,0.003915958572179079
1013,1.0,0.99999999999,0.99999999999,0.99999999994,0.017869018018245697
1014,1.0,0.9999999999916667,0.9999999999916667,0.9999999999416667,0.0032961959950625896
1015,1.0,0.9999999999937501,0.9999999999937501,0.9999999999437501,0.001073320396244526
1016,0.96875,0.9230769230698225,0.9999999999916667,0.9599999999424,0.08255700767040253
1017,1.0,0.9999999999937501,0.9999999999937501,0.9999999999437501,0.00972123071551323
1018,1.0,0.9999999999937501,0.9999999999937501,0.9999999999437501,0.040812280029058456
1019,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.011993748135864735
1020,1.0,0.9999999999944446,0.9999999999944446,0.9999999999444447,0.01797829382121563
1021,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.00980137474834919
1022,1.0,0.99999999999,0.99999999999,0.99999999994,0.008141596801578999
1023,0.96875,0.9444444444391976,0.9999999999941177,0.9714285713730614,0.05584598332643509
1024,1.0,0.9999999999923077,0.9999999999923077,0.9999999999423077,0.006307513918727636
1025,1.0,0.9999999999888889,0.9999999999888889,0.9999999999388889,0.011550456285476685
1026,1.0,0.99999999999,0.99999999999,0.99999999994,0.0008998704142868519
1027,0.96875,0.899999999991,0.9999999999888889,0.9473684209927978,0.04332593083381653
1028,0.96875,0.9166666666590277,0.999999999990909,0.9565217390722117,0.07955308258533478
1029,1.0,0.9999999999923077,0.9999999999923077,0.9999999999423077,0.002615549834445119
1030,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.004056643228977919
1031,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.0009903826285153627
1032,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.01134435087442398
1033,0.96875,0.9374999999941407,0.9999999999933333,0.9677419354276795,0.05743158608675003
